SupplierID,SupplierAddress,SupplierName,SupplierContactDetails,ProductID,CarMaker,CarModel,CarColor,CarModelYear,CarPrice,CustomerID,CustomerName,Gender,JobTitle,PhoneNumber,EmailAddress,City,Country,CountryCode,State,CustomerAddress,OrderDate,OrderID,ShipDate,ShipMode,Shipping,PostalCode,Sales,Quantity,Discount,CreditCardType,CreditCard,CustomerFeedback,LeadTime,CalcSales_NoDiscount,CalcSales_WithDiscount,Calculated_Total,Delay
529,8372 Farwell Junction,Quatz,328-35-3520,4561,Pontiac,Sunfire,Pink,2004,629947.59,68682-004,Kynthia Kettlesing,Female,Technical Writer,574-972-1049,kkettlesingeo@auda.org.au,South Bend,United States,US,Indiana,89409 Sherman Terrace,2018-07-13,48951-2084,2019-01-11,Standard Class,Air,46614,749736.46,2,0.9,bankcard,5602242208288828,Very Good,182,1259895.18,125989.51799999995,125989.52,182
530,61489 Mcguire Parkway,Oyoba,569-07-4332,3925,Ford,Edge,Khaki,2009,777418.65,0904-6191,Conrado Van der Daal,Male,Editor,513-822-7045,cvanep@webmd.com,Cincinnati,United States,US,Ohio,1941 Pine View Lane,2018-09-04,0054-8528,2019-01-13,First Class,Air,45296,795709.75,1,0.63,jcb,3549602108057667,Okay,131,777418.65,287644.9005,287644.9,131
531,6353 Green Avenue,Jayo,213-30-7079,1351,Mazda,MPV,Green,1990,524531.89,52810-212,Rainer Donaway,Male,Recruiter,405-499-0654,rdonawayeq@indiegogo.com,Oklahoma City,United States,US,Oklahoma,2864 Golf Hill,2018-12-07,63459-201,2019-03-03,Standard Class,Truck,73167,770851.96,1,0.44,americanexpress,337941746844413,Good,86,524531.89,293737.8584,293737.86,86
533,09 Mosinee Road,Dynabox,296-82-0168,5900,Lotus,Elise,Goldenrod,2009,518657.83,10544-151,Amata Dell,Female,Editor,806-764-4623,adelles@macromedia.com,Lubbock,United States,US,Texas,39 Kingsford Alley,2018-12-14,10096-0258,2019-02-08,Standard Class,Truck,79405,908650.52,2,0.3,jcb,3570567253298030,Bad,56,1037315.66,726120.9619999999,726120.96,56
537,881 Arizona Court,Trudeo,770-12-9213,2779,Mitsubishi,Raider,Crimson,2009,660245.46,50114-8500,Berkeley Roz,Male,Legal Assistant,313-711-6183,brozew@homestead.com,Detroit,United States,US,Michigan,355 Vernon Alley,2018-07-25,0268-1138,2019-05-06,First Class,Truck,48217,732441.62,1,0.8,mastercard,5340971970948162,Okay,285,660245.46,132049.09199999998,132049.09,285
538,8 Becker Crossing,Blognation,126-13-2125,7704,Volvo,C30,Turquoise,2009,748409.41,33237-002,Christin Shottin,Female,Product Engineer,714-952-3051,cshottinex@posterous.com,Anaheim,United States,US,California,84726 Onsgard Way,2018-11-13,24385-054,2019-06-12,Standard Class,Air,92812,780766.03,1,0.46,jcb,3539817071605662,Very Good,211,748409.41,404141.0814,404141.08,211
539,30193 Arapahoe Trail,Kwimbee,578-83-2676,2799,Volkswagen,Jetta,Yellow,1987,741224.47,55154-2734,Car Gerwood,Male,Recruiting Manager,850-405-8579,cgerwoodey@gizmodo.com,Tallahassee,United States,US,Florida,47 Mifflin Way,2018-07-27,60793-130,2019-01-10,First Class,Air,32399,938479.84,2,0.27,maestro,589395507384263454,Very Good,167,1482448.94,1082187.7262,1082187.73,167
541,59 Helena Park,LiveZ,714-07-9190,3764,Oldsmobile,Cutlass Supreme,Teal,1993,608535.16,37012-484,Rockwell Cresser,Male,Assistant Manager,828-669-4882,rcresserf0@mediafire.com,Asheville,United States,US,North Carolina,11749 Dovetail Junction,2018-07-12,65862-134,2019-06-17,First Class,Truck,28805,869402.01,1,0.89,visa-electron,4844003622291108,Good,340,608535.16,66938.8676,66938.87,340
542,4299 Dorton Crossing,Abatz,694-21-0235,3403,Chevrolet,Express 3500,Yellow,1996,760883.96,11527-163,Mateo Reolfi,Male,Compensation Analyst,812-832-2160,mreolfif1@jimdo.com,Jeffersonville,United States,US,Indiana,03655 Basil Road,2018-11-11,57520-0503,2019-04-24,Second Class,Truck,47134,744912.09,2,0.31,jcb,3571653942136333,Very Good,164,1521767.92,1050019.8648,1050019.86,164
543,1 Welch Point,Fiveclub,719-53-5670,304,Lexus,ES,Blue,2002,620925.48,0185-0128,My Leneve,Male,Design Engineer,316-400-2858,mlenevef2@spotify.com,Wichita,United States,US,Kansas,4 Jana Road,2018-12-22,62037-938,2019-02-05,Standard Class,Air,67220,935182.86,2,0.59,jcb,3550343470302615,Okay,45,1241850.96,509158.8936,509158.89,45
545,2948 Loftsgordon Parkway,Oba,157-64-6315,3775,Gmc,3500 Club Coupe,Purple,1994,552464.54,0113-0973,Becky Karppi,Female,Account Executive,347-898-2504,bkarppif4@omniture.com,Brooklyn,United States,US,New York,88 Toban Road,2019-03-09,16590-609,2019-06-08,Standard Class,Air,11241,922429.28,1,0.72,instapayment,6393196756996722,Okay,91,552464.54,154690.07120000003,154690.07,91
546,278 Toban Drive,Innotype,129-25-1741,4623,Volvo,V90,Indigo,1997,770234.37,58118-1260,Fanechka Fant,Female,Account Representative I,415-678-8058,ffantf5@paypal.com,San Francisco,United States,US,California,137 Karstens Crossing,2019-01-27,64117-250,2019-02-02,Standard Class,Air,94169,957463.31,1,0.59,jcb,3586398722007956,Good,6,770234.37,315796.09170000005,315796.09,6
549,8 Center Way,Meejo,429-99-0447,5292,Mazda,Miata MX-5,Maroon,2002,711760.55,37808-351,Jocelyn Tatlock,Female,Compensation Analyst,917-172-2218,jtatlockf8@scientificamerican.com,New York City,United States,US,New York,1937 International Road,2018-12-29,0113-2476,2019-04-30,Same Day,Truck,10155,740283.16,1,0.74,jcb,3549888601040355,Good,122,711760.55,185057.743,185057.74,122
550,30 Brickson Park Street,Dabjam,649-52-8302,754,Dodge,Durango,Maroon,2009,703519.17,60429-323,Missy Powland,Female,Administrative Assistant II,256-527-2391,mpowlandf9@slate.com,Huntsville,United States,US,Alabama,587 Nelson Trail,2018-06-30,43063-407,2019-01-27,Second Class,Air,35815,911847.09,1,0.72,jcb,3588651123343257,Bad,211,703519.17,196985.36760000003,196985.37,211
551,5 Myrtle Junction,Trupe,237-34-5520,5593,Jeep,Grand Cherokee,Orange,2010,579570.63,59351-0333,Malanie McIlroy,Female,VP Accounting,510-255-4514,mmcilroyfa@dropbox.com,Sacramento,United States,US,California,20 Sloan Parkway,2019-03-11,36987-1216,2019-04-07,Standard Class,Air,95823,924010.0,1,0.56,switch,4911425501491326847,Very Bad,27,579570.63,255011.0772,255011.08,27
552,61766 Eagle Crest Trail,Jaxnation,392-09-9670,7937,Volkswagen,GTI,Turquoise,1997,761039.81,52685-454,Linn Gaythwaite,Male,Quality Engineer,915-896-6974,lgaythwaitefb@npr.org,El Paso,United States,US,Texas,81781 Ridge Oak Terrace,2019-01-29,68001-133,2019-02-24,Second Class,Truck,79911,817701.54,1,0.37,jcb,3589215062893257,Good,26,761039.81,479455.0803,479455.08,26
553,1388 Emmet Point,Avaveo,204-59-9604,5824,Lexus,IS-F,Green,2012,544052.09,0002-4465,Minerva Noir,Female,Safety Technician II,317-472-9307,mnoirfc@mlb.com,Indianapolis,United States,US,Indiana,8958 Glacier Hill Crossing,2019-05-23,10742-8368,2019-06-17,Same Day,Air,46221,797957.33,1,0.27,jcb,3545633302688449,Good,25,544052.09,397158.0257,397158.03,25
554,7477 Anderson Crossing,Babbleopia,471-08-6486,8876,Infiniti,Q,Orange,2001,757878.29,63187-087,Eveleen Rittelmeyer,Female,Professor,602-153-9389,erittelmeyerfd@hao123.com,Phoenix,United States,US,Arizona,8920 Kings Drive,2019-01-18,54868-4381,2019-06-08,First Class,Truck,85053,843930.47,2,0.75,maestro,50184374100823659,Very Good,141,1515756.58,378939.145,378939.14,141
555,72410 Reinke Alley,Kare,738-05-0868,8269,Suzuki,Kizashi,Red,2011,643784.73,41520-873,Norine Harris,Female,Assistant Professor,407-911-1873,nharrisfe@house.gov,Orlando,United States,US,Florida,434 Raven Center,2018-12-30,37808-431,2019-01-13,Second Class,Air,32835,725006.81,2,0.68,maestro,60486642764727661,Bad,14,1287569.46,412022.2271999999,412022.23,14
556,1 Meadow Valley Court,Kaymbo,561-72-9421,1229,Chevrolet,3500,Mauv,1993,714010.1,68391-306,Myer McQuilliam,Male,Automation Specialist III,202-918-0251,mmcquilliamff@ning.com,Washington,United States,US,District of Columbia,6 Anthes Parkway,2018-10-19,35356-173,2019-02-15,Standard Class,Air,20220,989798.81,2,0.4,maestro,6763277408974254607,Okay,119,1428020.2,856812.12,856812.12,119
557,957 Petterle Way,Layo,775-69-0274,1724,Volvo,V40,Orange,2002,599234.27,49349-336,Beverley Elstub,Female,Senior Developer,202-757-0920,belstubfg@tinyurl.com,Washington,United States,US,District of Columbia,9 Amoth Court,2018-07-18,0378-0344,2019-01-14,Standard Class,Air,56944,955661.07,1,0.29,americanexpress,374622851212158,Good,180,599234.27,425456.3317,425456.33,180
558,9037 Bonner Drive,Babbleopia,361-46-9281,9545,Volvo,C70,Turquoise,2008,524051.85,10812-604,Hewet Stithe,Male,VP Quality Control,410-730-9421,hstithefh@smugmug.com,Baltimore,United States,US,Maryland,4157 Forest Dale Place,2018-07-26,0378-2017,2019-03-29,First Class,Truck,21265,779769.27,1,0.58,jcb,3553495065869601,Good,246,524051.85,220101.777,220101.78,246
559,0327 Surrey Pass,Skippad,440-86-7792,9154,Infiniti,M,Blue,2007,762039.69,63629-1558,Shanon Dudgeon,Female,Environmental Tech,713-241-3306,sdudgeonfi@elpais.com,Houston,United States,US,Texas,23 Saint Paul Place,2018-10-24,60512-6646,2019-04-28,Standard Class,Air,77206,984606.86,1,0.29,diners-club-enroute,201999031060924,Very Good,186,762039.69,541048.1799,541048.18,186
560,4 Dakota Plaza,Realpoint,569-81-2051,3452,Scion,iQ,Goldenrod,2012,527372.53,0498-0401,Gar Vernall,Male,Assistant Media Planner,724-342-7649,gvernallfj@nps.gov,New Castle,United States,US,Pennsylvania,4012 Mesta Avenue,2018-12-19,49349-334,2019-02-18,First Class,Truck,16107,740278.41,1,0.87,switch,6333718412507136645,Good,61,527372.53,68558.4289,68558.43,61
561,3507 Saint Paul Court,Avaveo,325-13-8612,8960,Ford,Excursion,Maroon,2005,597917.34,23155-014,Barry Filippello,Male,Senior Cost Accountant,520-304-2181,bfilippellofk@bizjournals.com,Tucson,United States,US,Arizona,94207 Waywood Avenue,2018-09-24,54738-908,2019-03-29,Standard Class,Truck,85754,849568.1,1,0.37,china-unionpay,560221252359634352,Good,186,597917.34,376687.9242,376687.92,186
562,3 Blue Bill Park Circle,Ntag,723-07-2473,3227,Mercedes-Benz,SL-Class,Blue,2011,645402.68,54868-6162,Colby Pittendreigh,Male,Professor,510-334-8931,cpittendreighfl@unc.edu,Oakland,United States,US,California,4676 Anzinger Place,2018-08-22,0085-1110,2019-03-06,Same Day,Truck,94611,938371.34,2,0.56,china-unionpay,56022287148898991,Okay,196,1290805.36,567954.3584,567954.36,196
565,1599 Mariners Cove Alley,Divanoodle,200-95-8491,161,Honda,CR-V,Orange,1997,679745.5,63730-292,Hunfredo MacChaell,Male,Geological Engineer,903-928-4295,hmacchaellfo@umn.edu,Texarkana,United States,US,Texas,9 Onsgard Crossing,2018-09-06,58118-1342,2019-06-06,Standard Class,Air,75507,891147.46,1,0.49,maestro,589386594324508389,Very Bad,273,679745.5,346670.205,346670.2,273
566,4 Jackson Drive,Livefish,814-79-0366,7711,Mitsubishi,Galant,Red,1994,572474.69,60429-354,Benita Jandera,Female,Graphic Designer,561-499-3718,bjanderafp@ow.ly,Boca Raton,United States,US,Florida,84 4th Junction,2018-10-09,37205-607,2019-05-17,Second Class,Air,33499,958300.42,1,0.35,mastercard,5258231212953821,Very Bad,220,572474.69,372108.5485,372108.55,220
567,717 Maryland Crossing,Janyx,361-75-4426,5821,Chevrolet,Monte Carlo,Yellow,2000,501681.17,0283-0679,Kort Hobbert,Male,Automation Specialist IV,508-794-7055,khobbertfq@msn.com,Worcester,United States,US,Massachusetts,9229 Hooker Terrace,2019-04-17,52380-0540,2019-04-24,Standard Class,Air,1654,846498.77,2,0.69,americanexpress,374283825560493,Very Good,7,1003362.34,311042.32540000003,311042.33,7
568,6 Dexter Junction,Babbleblab,123-42-8616,3172,Subaru,Forester,Red,2007,706042.96,0456-0095,Cornelius Hirthe,Male,Internal Auditor,304-554-2052,chirthefr@goo.ne.jp,Huntington,United States,US,West Virginia,3032 Maple Wood Way,2019-05-01,76113-012,2019-05-10,Same Day,Air,25721,742354.62,1,0.88,jcb,3571089124261807,Good,9,706042.96,84725.1552,84725.16,9
569,901 Westport Court,Mita,520-29-6917,7878,Volkswagen,Cabriolet,Yellow,1989,532077.53,50181-0038,Ibby Druhan,Female,Geological Engineer,865-635-0498,idruhanfs@devhub.com,Knoxville,United States,US,Tennessee,1 Dixon Avenue,2018-07-16,61245-145,2019-01-17,Same Day,Truck,37914,929795.76,2,0.55,jcb,3586284272684685,Very Bad,185,1064155.06,478869.777,478869.78,185
570,1595 Homewood Road,Divavu,695-01-2565,442,Chevrolet,Camaro,Goldenrod,1969,527560.44,60971-1176,Pammie Drover,Female,Mechanical Systems Engineer,469-818-7917,pdroverft@psu.edu,Irving,United States,US,Texas,0 Glendale Road,2018-12-04,51389-119,2019-01-22,Second Class,Truck,75062,811729.0,2,0.59,jcb,3535781286852879,Bad,49,1055120.88,432599.5608,432599.56,49
571,30362 Mariners Cove Pass,Feedfire,828-88-3282,7031,Nissan,GT-R,Turquoise,2011,506821.81,55301-411,Tamas Claye,Male,Information Systems Manager,502-270-9040,tclayefu@surveymonkey.com,Louisville,United States,US,Kentucky,55 Nancy Lane,2019-02-01,75857-1100,2019-02-06,Second Class,Air,40280,868698.33,2,0.56,jcb,3546967289426749,Good,5,1013643.62,446003.1928,446003.19,5
572,51756 Corben Drive,Muxo,765-65-1142,9643,Suzuki,Vitara,Teal,2002,531593.7,44523-450,Eveline McKirdy,Female,Electrical Engineer,501-853-3771,emckirdyfv@who.int,Little Rock,United States,US,Arkansas,7 Ridgeway Center,2018-12-26,49967-206,2019-01-26,First Class,Air,72231,910114.62,1,0.36,diners-club-carte-blanche,30235696693841,Very Good,31,531593.7,340219.968,340219.97,31
573,401 Brown Terrace,Fivespan,857-64-8516,9219,Pontiac,Bonneville,Indigo,1968,521774.37,64942-0894,Benetta Matthis,Female,Associate Professor,419-317-3217,bmatthisfw@ezinearticles.com,Toledo,United States,US,Ohio,96 Texas Way,2018-07-25,12462-201,2019-02-27,Standard Class,Air,43656,826583.87,1,0.89,jcb,3564400708408293,Bad,217,521774.37,57395.18069999999,57395.18,217
574,78325 Merchant Trail,Topicstorm,557-02-9169,500,Pontiac,Montana,Turquoise,2005,688179.93,54868-5585,Brandtr Playhill,Male,Database Administrator IV,775-503-6439,bplayhillfx@uol.com.br,Carson City,United States,US,Nevada,56197 Hollow Ridge Terrace,2019-02-24,49738-872,2019-04-14,Same Day,Truck,89714,712249.45,2,0.57,jcb,3538585364175047,Bad,49,1376359.86,591834.7398000001,591834.74,49
576,3817 Ilene Park,Meezzy,409-44-1664,8944,Ford,Aerostar,Red,1997,660411.83,36987-3061,Standford Goodhall,Male,Software Consultant,240-408-7636,sgoodhallfz@mozilla.com,Silver Spring,United States,US,Maryland,55189 Thackeray Parkway,2019-05-01,0013-2651,2019-05-11,First Class,Air,20904,811909.78,2,0.39,diners-club-carte-blanche,30150731273626,Okay,10,1320823.66,805702.4326,805702.43,10
577,508 Larry Way,Kwilith,362-39-7487,3121,Chevrolet,Camaro,Khaki,1967,689570.61,59310-175,Vevay Stagg,Female,Registered Nurse,256-669-1494,vstaggg0@hao123.com,Gadsden,United States,US,Alabama,267 Redwing Pass,2018-11-26,24330-410,2019-04-11,Second Class,Air,35905,807335.29,2,0.41,diners-club-carte-blanche,30101917566671,Very Good,136,1379141.22,813693.3198,813693.32,136
578,58 Mifflin Trail,InnoZ,392-03-3145,7779,Toyota,Celica,Khaki,2003,742359.49,47781-103,Kirbee Woolager,Female,Recruiter,718-345-9152,kwoolagerg1@weibo.com,Bronx,United States,US,New York,555 Bowman Street,2018-10-23,24987-242,2019-01-05,Same Day,Air,10464,920041.64,2,0.27,bankcard,5602213590428892,Okay,74,1484718.98,1083844.8554,1083844.86,74
579,862 Park Meadow Terrace,Jaloo,370-46-8661,5311,Lincoln,LS,Mauv,2003,761782.87,67692-148,Troy Scoon,Male,Speech Pathologist,212-167-7718,tscoong2@fc2.com,New York City,United States,US,New York,2 Dahle Alley,2019-03-06,55648-967,2019-05-26,Standard Class,Truck,10160,860503.45,1,0.51,switch,4903189077725711313,Bad,81,761782.87,373273.6063,373273.61,81
580,08600 Trailsway Crossing,Fanoodle,135-31-7982,3814,Chevrolet,Astro,Pink,1997,695450.22,0378-3005,Arte De Angelo,Male,Human Resources Assistant II,916-986-0177,adeg3@wunderground.com,Sacramento,United States,US,California,483 Eliot Point,2018-12-16,0270-1314,2019-04-17,Same Day,Air,95852,740768.09,2,0.63,diners-club-carte-blanche,30318428882104,Okay,122,1390900.44,514633.1628,514633.16,122
581,9 Annamark Circle,Twimm,209-66-3829,7878,Bmw,M5,Goldenrod,2008,673726.33,68745-1019,Tammie Schaumaker,Male,Environmental Tech,412-555-5255,tschaumakerg4@topsy.com,Pittsburgh,United States,US,Pennsylvania,3052 Monica Place,2018-10-10,63739-047,2019-02-08,Standard Class,Truck,15220,929636.59,2,0.58,jcb,3556177339099697,Very Good,121,1347452.66,565930.1172,565930.12,121
583,8 Knutson Circle,Einti,828-68-8205,243,Audi,S6,Violet,2009,757251.54,36987-3362,Hadleigh Baptiste,Male,Safety Technician IV,478-926-9762,hbaptisteg6@si.edu,Macon,United States,US,Georgia,9 Twin Pines Lane,2019-01-22,55289-390,2019-04-09,First Class,Truck,31296,995138.41,2,0.89,jcb,3582222990251951,Bad,77,1514503.08,166595.3388,166595.34,77
584,935 Nevada Pass,Edgeify,244-83-6199,5845,Buick,Somerset,Turquoise,1987,780201.47,23155-112,Loria Chander,Female,Structural Analysis Engineer,318-180-8398,lchanderg7@ox.ac.uk,Alexandria,United States,US,Louisiana,45 Steensland Lane,2018-11-19,57691-108,2019-02-18,Second Class,Air,71307,952627.07,1,0.44,jcb,3581564646802864,Good,91,780201.47,436912.8232,436912.82,91
585,00294 Jenna Terrace,Quaxo,646-21-7402,7923,Buick,Park Avenue,Red,2000,671395.03,64125-127,Warden Pund,Male,Information Systems Manager,775-308-3119,wpundg8@arizona.edu,Carson City,United States,US,Nevada,63051 Anzinger Street,2019-02-17,51523-006,2019-02-24,Second Class,Air,89706,993368.91,1,0.81,switch,491150588391872549,Very Good,7,671395.03,127565.05569999995,127565.06,7
586,4 Haas Hill,Skinix,298-66-7618,9988,Isuzu,Trooper,Khaki,1992,676215.34,45802-770,Terrell Brocket,Male,General Manager,786-387-4994,tbrocketg9@slideshare.net,Miami,United States,US,Florida,6528 Oxford Court,2019-03-09,36987-3350,2019-04-29,Standard Class,Air,33190,950423.02,2,0.7,jcb,3579818020371399,Good,51,1352430.68,405729.204,405729.2,51
587,96684 Ramsey Avenue,Vimbo,364-64-8840,8892,Ford,Club Wagon,Teal,1993,742207.22,49693-1801,Othello Whettleton,Male,Research Assistant II,972-876-2368,owhettletonga@paypal.com,Dallas,United States,US,Texas,66 Delaware Center,2018-11-23,49035-449,2019-05-29,Same Day,Truck,75210,932820.19,1,0.41,jcb,3560255021386038,Very Bad,187,742207.22,437902.25980000006,437902.26,187
589,044 Crownhardt Lane,Wordtune,171-31-0268,9802,Volkswagen,GTI,Indigo,2000,769088.39,0395-1003,Winston Denness,Male,Food Chemist,903-214-7052,wdennessgc@harvard.edu,Tyler,United States,US,Texas,42960 Dorton Drive,2018-12-14,57237-082,2019-04-18,Same Day,Truck,75705,935839.8,2,0.51,switch,490512101319769543,Okay,125,1538176.78,753706.6222,753706.62,125
590,3675 Ohio Road,Thoughtmix,597-76-0299,7978,Acura,NSX,Indigo,1995,668051.61,45802-453,Everard MacFaul,Male,VP Accounting,859-392-5327,emacfaulgd@cloudflare.com,Lexington,United States,US,Kentucky,171 Bluejay Lane,2018-10-23,58232-0037,2019-05-25,Second Class,Truck,40586,894285.16,1,0.83,maestro,6763368667590475801,Very Good,214,668051.61,113568.77370000002,113568.77,214
592,787 Tennyson Pass,Blogpad,678-37-2454,5193,Mercedes-Benz,CLS-Class,Crimson,2010,733580.12,0409-0219,Adams Kaaskooper,Male,Structural Analysis Engineer,702-892-2638,akaaskoopergf@japanpost.jp,Las Vegas,United States,US,Nevada,18153 Little Fleur Place,2019-01-10,53208-377,2019-06-09,Same Day,Truck,89105,978988.09,1,0.53,bankcard,5602217671492529,Very Bad,150,733580.12,344782.6564,344782.66,150
593,82 Victoria Terrace,Skibox,397-55-9995,9616,Mazda,B2000,Green,1985,752822.39,75936-113,Brose Warlaw,Male,Senior Developer,912-146-7423,bwarlawgg@auda.org.au,Savannah,United States,US,Georgia,9764 Center Hill,2018-12-17,64942-0819,2019-03-25,Second Class,Air,31416,828364.86,1,0.54,americanexpress,337941608854344,Good,98,752822.39,346298.2994,346298.3,98
594,87644 1st Junction,Feedbug,190-53-8819,8861,Bmw,M3,Indigo,2001,634012.21,51386-300,Garrard Vonderdell,Male,Human Resources Manager,609-574-1193,gvonderdellgh@sfgate.com,Trenton,United States,US,New Jersey,88 Lunder Place,2019-05-06,0781-9404,2019-06-01,Second Class,Air,8650,824706.54,2,0.65,jcb,3588153542411146,Okay,26,1268024.42,443808.547,443808.55,26
595,7 Kim Alley,Trunyx,794-31-5819,1422,Isuzu,Rodeo,Blue,1994,735110.74,0025-1851,Donelle Gwatkins,Female,VP Accounting,515-903-2317,dgwatkinsgi@hao123.com,Des Moines,United States,US,Iowa,6004 Graceland Street,2018-06-20,0363-0311,2019-05-19,Second Class,Truck,50330,784176.28,1,0.74,jcb,3537446579078768,Okay,333,735110.74,191128.7924,191128.79,333
596,5 Prairieview Terrace,Skiba,891-21-1980,2104,Lamborghini,Diablo,Red,1995,639325.75,50988-183,Brander Westhofer,Male,VP Quality Control,509-594-8977,bwesthofergj@123-reg.co.uk,Spokane,United States,US,Washington,3 Mesta Terrace,2018-10-25,0268-1524,2019-03-08,First Class,Truck,99210,712590.5,1,0.82,mastercard,5315498136669913,Bad,134,639325.75,115078.63500000004,115078.64,134
598,16283 Swallow Lane,Dabtype,120-98-6931,9411,Pontiac,GTO,Goldenrod,2004,594796.89,52533-103,Gilbert Reven,Male,Senior Cost Accountant,225-639-4419,grevengl@aboutads.info,Baton Rouge,United States,US,Louisiana,33 7th Street,2018-08-09,51346-230,2019-03-28,Second Class,Air,70820,971787.33,1,0.29,diners-club-carte-blanche,30334826223379,Okay,231,594796.89,422305.7919,422305.79,231
599,08884 Farwell Street,Skidoo,164-56-2152,101,Chrysler,Town & Country,Mauv,1996,518555.94,0220-9324,Chryste Please,Female,Operator,515-627-6399,cpleasegm@xing.com,Des Moines,United States,US,Iowa,57169 New Castle Circle,2019-04-14,55910-014,2019-04-29,First Class,Air,50393,990115.45,1,0.85,diners-club-carte-blanche,30093963509467,Okay,15,518555.94,77783.39100000002,77783.39,15
600,5 Bunker Hill Court,Wikibox,767-51-2913,8070,Hyundai,Tucson,Red,2010,569753.76,41190-915,Isadora Riggoll,Female,Assistant Manager,724-372-9092,iriggollgn@gravatar.com,New Castle,United States,US,Pennsylvania,0 Toban Parkway,2019-02-17,0069-3120,2019-03-24,Standard Class,Truck,16107,997044.61,2,0.41,mastercard,5010127528780727,Okay,35,1139507.52,672309.4368000001,672309.44,35
601,34 Dapin Lane,Linklinks,140-74-6559,5296,Mercedes-Benz,E-Class,Fuscia,2011,535714.96,68345-965,Durward Hanvey,Male,Physical Therapy Assistant,904-487-0831,dhanveygo@miibeian.gov.cn,Jacksonville,United States,US,Florida,95 Manley Place,2018-07-29,49288-0349,2019-06-06,Same Day,Truck,32215,860560.39,2,0.36,bankcard,5602259133960016,Bad,312,1071429.92,685715.1488,685715.15,312
604,0928 Morrow Street,Yodel,438-30-4921,7965,Ford,F-Series,Violet,1997,607062.87,48256-0011,Teddy Arnopp,Female,Engineer III,727-862-4401,tarnoppgr@wikipedia.org,Saint Petersburg,United States,US,Florida,9 Schlimgen Road,2019-01-04,67345-0681,2019-03-07,Same Day,Air,33731,776415.38,2,0.6,laser,6304809371311258147,Very Bad,62,1214125.74,485650.296,485650.3,62
606,32022 Blackbird Circle,Jamia,264-34-2085,394,Hyundai,Elantra,Khaki,2004,697773.34,0597-0058,Pavel Griffith,Male,Health Coach II,303-665-1796,pgriffithgt@ezinearticles.com,Aurora,United States,US,Colorado,39659 Northridge Alley,2019-02-25,65044-6695,2019-06-07,First Class,Air,80044,891672.21,1,0.7,bankcard,5602257970274236,Okay,102,697773.34,209332.002,209332.0,102
607,89 Kennedy Pass,Yodo,418-01-3270,4882,Austin,Mini Cooper,Indigo,1964,717807.54,53808-0347,Herculie Levi,Male,Office Assistant I,-561-9278,hlevigu@cafepress.com,Pittsburgh,United States,US,Pennsylvania,773 Northridge Junction,2019-01-16,60512-1035,2019-02-05,First Class,Air,15266,777048.56,2,0.41,jcb,3534917899773653,Bad,20,1435615.08,847012.8972000001,847012.9,20
608,76546 Manufacturers Lane,Twitterwire,368-25-9482,1693,Daewoo,Lanos,Indigo,2001,518771.58,0485-0096,Rolfe Hamel,Male,Occupational Therapist,718-341-7678,rhamelgv@com.com,Staten Island,United States,US,New York,371 Fuller Parkway,2019-02-04,10267-3852,2019-05-18,First Class,Air,10305,824035.7,2,0.61,diners-club-us-ca,5408343401880126,Bad,103,1037543.16,404641.8324,404641.83,103
609,67 Sommers Junction,Yambee,514-79-9569,5253,Land Rover,Range Rover Classic,Teal,1993,782933.2,67457-483,Gerianne Casa,Female,Human Resources Assistant I,918-857-4530,gcasagw@thetimes.co.uk,Tulsa,United States,US,Oklahoma,1913 Killdeer Place,2018-08-19,64092-802,2019-02-11,Second Class,Air,74116,737975.27,2,0.68,americanexpress,337941580512563,Very Good,176,1565866.4,501077.2479999999,501077.25,176
610,3186 Susan Avenue,Zoombox,234-12-7384,6823,Chevrolet,3500,Fuscia,1995,552264.38,41520-851,Kristyn Rosten,Female,Recruiter,716-172-8857,krostengx@gravatar.com,Buffalo,United States,US,New York,09 Pepper Wood Court,2018-07-11,68788-9038,2019-01-24,Standard Class,Truck,14233,848949.57,2,0.86,jcb,3534022366436247,Okay,197,1104528.76,154634.0264,154634.03,197
611,0664 Forest Dale Pass,Plajo,693-77-7892,2642,Volkswagen,CC,Turquoise,2009,739678.91,55714-2252,Rasla Loch,Female,Actuary,804-422-4116,rlochgy@lycos.com,Richmond,United States,US,Virginia,46657 Hoard Street,2018-11-01,11523-7227,2019-04-02,Same Day,Air,23289,791102.8,1,0.66,jcb,3545156203188772,Very Bad,152,739678.91,251490.8294,251490.83,152
613,6 Larry Terrace,Jayo,175-56-0810,8289,Porsche,911,Khaki,2009,680222.44,49738-201,Sonnie Woolnough,Female,Software Consultant,314-965-2604,swoolnoughh0@flickr.com,Saint Louis,United States,US,Missouri,28534 Di Loreto Road,2018-10-13,54868-0029,2019-01-07,Same Day,Truck,63104,892342.66,2,0.53,visa-electron,4917622176491293,Okay,86,1360444.88,639409.0935999999,639409.09,86
614,7352 Jenifer Circle,Oba,302-77-3424,214,Ferrari,612 Scaglietti,Mauv,2010,673375.23,58118-0517,Laryssa Krystek,Female,Executive Secretary,918-874-0387,lkrystekh1@globo.com,Tulsa,United States,US,Oklahoma,92 Manitowish Drive,2018-08-02,0172-3759,2019-01-19,Second Class,Air,74156,743647.02,2,0.34,diners-club-enroute,201425771413537,Very Good,170,1346750.46,888855.3035999999,888855.3,170
